quote_id,quote_type,baseline_prediction,EXP019_prediction,gold,recovered,regressed
PrideAndPrejudice_1050,Explicit,Jane,Jane,Jane,0,0
PrideAndPrejudice_1051,Explicit,Elizabeth,Elizabeth,Elizabeth,0,0
PrideAndPrejudice_1052,Explicit,Jane,Jane,Kitty,0,0
PrideAndPrejudice_1053,Implicit,Elizabeth,Elizabeth,Mrs. Bennet,0,0
PrideAndPrejudice_1054,Explicit,Kitty,Kitty,Kitty,0,0
PrideAndPrejudice_1055,Implicit,Elizabeth,Elizabeth,Mrs. Bennet,0,0
PrideAndPrejudice_1056,Anaphoric,Jane,Jane,Elizabeth,0,0
PrideAndPrejudice_1057,Explicit,Mrs. Bennet,Mrs. Bennet,Mrs. Bennet,0,0
PrideAndPrejudice_1058,Implicit,Mrs. Bennet,Mrs. Bennet,Mrs. Bennet,0,0
PrideAndPrejudice_1059,Implicit,Mrs. Bennet,Mrs. Bennet,Mrs. Bennet,0,0
PrideAndPrejudice_106,Implicit,Elizabeth,Elizabeth,Elizabeth,0,0
PrideAndPrejudice_1060,Anaphoric,Mrs. Bennet,Mrs. Bennet,Mrs. Bennet,0,0
PrideAndPrejudice_1061,Anaphoric,Mrs. Bennet,Mrs. Bennet,Mrs. Bennet,0,0
PrideAndPrejudice_1062,Anaphoric,Mrs. Bennet,Mrs. Bennet,Elizabeth,0,0
PrideAndPrejudice_1063,Anaphoric,Mrs. Bennet,Mrs. Bennet,Mrs. Bennet,0,0
PrideAndPrejudice_1064,Anaphoric,Mrs. Bennet,Mrs. Bennet,Elizabeth,0,0
PrideAndPrejudice_1065,Implicit,Mrs. Bennet,Mrs. Bennet,Elizabeth,0,0
PrideAndPrejudice_1066,Anaphoric,Mrs. Bennet,Mrs. Bennet,Jane,0,0
PrideAndPrejudice_1067,Explicit,Elizabeth,Elizabeth,Elizabeth,0,0
PrideAndPrejudice_1068,Implicit,Mrs. Bennet,Mrs. Bennet,Jane,0,0
PrideAndPrejudice_1069,Implicit,Elizabeth,Elizabeth,Elizabeth,0,0
PrideAndPrejudice_107,Explicit,Charlotte Lucas,Charlotte Lucas,Charlotte Lucas,0,0
PrideAndPrejudice_1070,Anaphoric,Mrs. Bennet,Mrs. Bennet,Elizabeth,0,0
PrideAndPrejudice_1071,Implicit,Mrs. Bennet,Mrs. Bennet,Elizabeth,0,0
PrideAndPrejudice_1072,Anaphoric,Mrs. Bennet,Mrs. Bennet,Elizabeth,0,0
PrideAndPrejudice_1073,Implicit,Mrs. Bennet,Mrs. Bennet,Mr. Darcy,0,0
PrideAndPrejudice_1074,Implicit,Elizabeth,Elizabeth,Elizabeth,0,0
PrideAndPrejudice_1075,Implicit,Mrs. Bennet,Mrs. Bennet,Mr. Darcy,0,0
PrideAndPrejudice_1076,Anaphoric,Mrs. Bennet,Mrs. Bennet,Mrs. Bennet,0,0
PrideAndPrejudice_1077,Explicit,Mrs. Bennet,Mrs. Bennet,Jane,0,0
PrideAndPrejudice_1078,Implicit,Mrs. Bennet,Mrs. Bennet,Jane,0,0
PrideAndPrejudice_1079,Anaphoric,Elizabeth,Elizabeth,Elizabeth,0,0
PrideAndPrejudice_108,Anaphoric,Elizabeth,Elizabeth,Elizabeth,0,0
PrideAndPrejudice_1080,Implicit,Mrs. Bennet,Mrs. Bennet,Jane,0,0
PrideAndPrejudice_1081,Implicit,Elizabeth,Elizabeth,Elizabeth,0,0
PrideAndPrejudice_1082,Implicit,Mrs. Bennet,Mrs. Bennet,Jane,0,0
PrideAndPrejudice_1083,Implicit,Elizabeth,Elizabeth,Elizabeth,0,0
PrideAndPrejudice_1084,Anaphoric,Mrs. Bennet,Mrs. Bennet,Mrs. Bennet,0,0
PrideAndPrejudice_1085,Implicit,Mrs. Bennet,Elizabeth,Mrs. Bennet,0,1
PrideAndPrejudice_1086,Explicit,Mrs. Bennet,Mrs. Bennet,Mrs. Bennet,0,0
PrideAndPrejudice_1087,Explicit,Jane,Jane,Jane,0,0
PrideAndPrejudice_1088,Implicit,Mrs. Bennet,Mrs. Bennet,Mrs. Bennet,0,0
PrideAndPrejudice_1089,Anaphoric,Jane,Jane,Kitty,0,0
PrideAndPrejudice_109,Explicit,Elizabeth,Elizabeth,Sir William Lucas,0,0
PrideAndPrejudice_1090,Implicit,Mrs. Bennet,Mrs. Bennet,Mrs. Bennet,0,0
PrideAndPrejudice_1091,Anaphoric,Mrs. Bennet,Mrs. Bennet,Mrs. Bennet,0,0
PrideAndPrejudice_1092,Explicit,Mrs. Bennet,Mrs. Bennet,Mrs. Bennet,0,0
PrideAndPrejudice_1093,Anaphoric,Mrs. Bennet,Mrs. Bennet,Mrs. Bennet,0,0
PrideAndPrejudice_1094,Anaphoric,Jane,Jane,Jane,0,0
PrideAndPrejudice_1095,Anaphoric,Jane,Jane,Jane,0,0
PrideAndPrejudice_1096,Anaphoric,Jane,Kitty,Elizabeth,0,0
PrideAndPrejudice_1097,Anaphoric,Kitty,Kitty,Mr. Bingley,0,0
PrideAndPrejudice_1098,Implicit,Kitty,Kitty,Elizabeth,0,0
PrideAndPrejudice_1099,Anaphoric,Mr. Bingley,Elizabeth,Mr. Bennet,0,0
PrideAndPrejudice_11,Implicit,Mr. Bennet,Mr. Bennet,Mr. Bennet,0,0
PrideAndPrejudice_110,Implicit,Elizabeth,Elizabeth,Mr. Darcy,0,0
PrideAndPrejudice_1100,Anaphoric,Mr. Bingley,Jane,Mr. Bennet,0,0
PrideAndPrejudice_1101,Implicit,Mr. Bingley,Elizabeth,Jane,0,0
PrideAndPrejudice_1102,Anaphoric,Mr. Bingley,Jane,Mrs. Bennet,0,0
PrideAndPrejudice_1103,Anaphoric,Jane,Jane,Jane,0,0
PrideAndPrejudice_1104,Explicit,Elizabeth,Elizabeth,Elizabeth,0,0
PrideAndPrejudice_1105,Implicit,Jane,Jane,Jane,0,0
PrideAndPrejudice_1106,Explicit,Elizabeth,Elizabeth,Elizabeth,0,0
PrideAndPrejudice_1107,Implicit,Jane,Jane,Jane,0,0
PrideAndPrejudice_1108,Implicit,Elizabeth,Elizabeth,Elizabeth,0,0
PrideAndPrejudice_1109,Explicit,Jane,Jane,Jane,0,0
PrideAndPrejudice_111,Anaphoric,Elizabeth,Elizabeth,Sir William Lucas,0,0
PrideAndPrejudice_1110,Implicit,Elizabeth,Elizabeth,Elizabeth,0,0
PrideAndPrejudice_1111,Anaphoric,Jane,Jane,Lady Catherine De Bourgh,0,0
PrideAndPrejudice_1112,Implicit,Jane,Jane,Lady Catherine De Bourgh,0,0
PrideAndPrejudice_1113,Explicit,Mrs. Bennet,Mrs. Bennet,Mrs. Bennet,0,0
PrideAndPrejudice_1114,Explicit,Jane,Jane,Lady Catherine De Bourgh,0,0
PrideAndPrejudice_1115,Implicit,Mrs. Bennet,Mrs. Bennet,Mrs. Bennet,0,0
PrideAndPrejudice_1116,Implicit,Jane,Jane,Lady Catherine De Bourgh,0,0
PrideAndPrejudice_1117,Explicit,Mrs. Bennet,Mrs. Bennet,Mrs. Bennet,0,0
PrideAndPrejudice_1118,Implicit,Jane,Jane,Lady Catherine De Bourgh,0,0
PrideAndPrejudice_1119,Explicit,Jane,Jane,Lady Catherine De Bourgh,0,0
PrideAndPrejudice_112,Implicit,Elizabeth,Elizabeth,Mr. Darcy,0,0
PrideAndPrejudice_1120,Anaphoric,Mrs. Bennet,Mrs. Bennet,Mrs. Bennet,0,0
PrideAndPrejudice_1121,Anaphoric,Jane,Jane,Elizabeth,0,0
PrideAndPrejudice_1122,Explicit,Jane,Jane,Lady Catherine De Bourgh,0,0
PrideAndPrejudice_1123,Implicit,Jane,Jane,Elizabeth,0,0
PrideAndPrejudice_1124,Anaphoric,Jane,Jane,Lady Catherine De Bourgh,0,0
PrideAndPrejudice_1125,Explicit,Elizabeth,Elizabeth,Elizabeth,0,0
PrideAndPrejudice_1126,Implicit,Mrs. Bennet,Mrs. Bennet,Lady Catherine De Bourgh,0,0
PrideAndPrejudice_1127,Explicit,Elizabeth,Elizabeth,Elizabeth,0,0
PrideAndPrejudice_1128,Implicit,Mrs. Bennet,Mrs. Bennet,Lady Catherine De Bourgh,0,0
PrideAndPrejudice_1129,Implicit,Elizabeth,Elizabeth,Elizabeth,0,0
PrideAndPrejudice_113,Implicit,Elizabeth,Elizabeth,Sir William Lucas,0,0
PrideAndPrejudice_1130,Implicit,Mrs. Bennet,Mrs. Bennet,Lady Catherine De Bourgh,0,0
PrideAndPrejudice_1131,Implicit,Elizabeth,Elizabeth,Elizabeth,0,0
PrideAndPrejudice_1132,Implicit,Mrs. Bennet,Mrs. Bennet,Lady Catherine De Bourgh,0,0
PrideAndPrejudice_1133,Implicit,Elizabeth,Elizabeth,Elizabeth,0,0
PrideAndPrejudice_1134,Implicit,Mrs. Bennet,Mrs. Bennet,Lady Catherine De Bourgh,0,0
PrideAndPrejudice_1135,Implicit,Elizabeth,Elizabeth,Elizabeth,0,0
PrideAndPrejudice_1136,Implicit,Lady Catherine De Bourgh,Lady Catherine De Bourgh,Lady Catherine De Bourgh,0,0
PrideAndPrejudice_1137,Implicit,Elizabeth,Elizabeth,Elizabeth,0,0
PrideAndPrejudice_1138,Implicit,Lady Catherine De Bourgh,Lady Catherine De Bourgh,Lady Catherine De Bourgh,0,0
PrideAndPrejudice_1139,Implicit,Elizabeth,Elizabeth,Elizabeth,0,0
PrideAndPrejudice_114,Implicit,Elizabeth,Elizabeth,Mr. Darcy,0,0
PrideAndPrejudice_1140,Explicit,Lady Catherine De Bourgh,Lady Catherine De Bourgh,Lady Catherine De Bourgh,0,0
PrideAndPrejudice_1141,Implicit,Elizabeth,Elizabeth,Elizabeth,0,0
PrideAndPrejudice_1142,Implicit,Lady Catherine De Bourgh,Lady Catherine De Bourgh,Lady Catherine De Bourgh,0,0
PrideAndPrejudice_1143,Explicit,Elizabeth,Elizabeth,Elizabeth,0,0
PrideAndPrejudice_1144,Implicit,Lady Catherine De Bourgh,Lady Catherine De Bourgh,Lady Catherine De Bourgh,0,0
PrideAndPrejudice_1145,Implicit,Elizabeth,Elizabeth,Lady Catherine De Bourgh,0,0
PrideAndPrejudice_1146,Implicit,Lady Catherine De Bourgh,Lady Catherine De Bourgh,Elizabeth,0,0
PrideAndPrejudice_1147,Implicit,Elizabeth,Elizabeth,Lady Catherine De Bourgh,0,0
PrideAndPrejudice_1148,Implicit,Lady Catherine De Bourgh,Lady Catherine De Bourgh,Elizabeth,0,0
PrideAndPrejudice_1149,Implicit,Elizabeth,Elizabeth,Lady Catherine De Bourgh,0,0
PrideAndPrejudice_115,Implicit,Elizabeth,Elizabeth,Sir William Lucas,0,0
PrideAndPrejudice_1150,Explicit,Elizabeth,Elizabeth,Elizabeth,0,0
PrideAndPrejudice_1151,Implicit,Lady Catherine De Bourgh,Lady Catherine De Bourgh,Lady Catherine De Bourgh,0,0
PrideAndPrejudice_1152,Anaphoric,Elizabeth,Elizabeth,Elizabeth,0,0
PrideAndPrejudice_1153,Implicit,Lady Catherine De Bourgh,Lady Catherine De Bourgh,Lady Catherine De Bourgh,0,0
PrideAndPrejudice_1154,Implicit,Elizabeth,Elizabeth,Elizabeth,0,0
PrideAndPrejudice_1155,Implicit,Lady Catherine De Bourgh,Lady Catherine De Bourgh,Lady Catherine De Bourgh,0,0
PrideAndPrejudice_1156,Implicit,Elizabeth,Elizabeth,Elizabeth,0,0
PrideAndPrejudice_1157,Implicit,Lady Catherine De Bourgh,Lady Catherine De Bourgh,Lady Catherine De Bourgh,0,0
PrideAndPrejudice_1158,Anaphoric,Elizabeth,Elizabeth,Elizabeth,0,0
PrideAndPrejudice_1159,Implicit,Lady Catherine De Bourgh,Lady Catherine De Bourgh,Lady Catherine De Bourgh,0,0
PrideAndPrejudice_116,Implicit,Elizabeth,Elizabeth,Mr. Darcy,0,0
PrideAndPrejudice_1160,Implicit,Elizabeth,Elizabeth,Elizabeth,0,0
PrideAndPrejudice_1161,Implicit,Lady Catherine De Bourgh,Lady Catherine De Bourgh,Lady Catherine De Bourgh,0,0
PrideAndPrejudice_1162,Implicit,Elizabeth,Elizabeth,Elizabeth,0,0
PrideAndPrejudice_1163,Implicit,Lady Catherine De Bourgh,Lady Catherine De Bourgh,Lady Catherine De Bourgh,0,0
PrideAndPrejudice_1164,Explicit,Elizabeth,Elizabeth,Elizabeth,0,0
PrideAndPrejudice_1165,Implicit,Lady Catherine De Bourgh,Lady Catherine De Bourgh,Lady Catherine De Bourgh,0,0
PrideAndPrejudice_1166,Anaphoric,Lady Catherine De Bourgh,Lady Catherine De Bourgh,Lady Catherine De Bourgh,0,0
PrideAndPrejudice_1167,Anaphoric,Elizabeth,Elizabeth,Elizabeth,0,0
PrideAndPrejudice_1168,Implicit,Lady Catherine De Bourgh,Lady Catherine De Bourgh,Mrs. Bennet,0,0
PrideAndPrejudice_1169,Anaphoric,Lady Catherine De Bourgh,Lady Catherine De Bourgh,Elizabeth,0,0
PrideAndPrejudice_117,Implicit,Elizabeth,Elizabeth,Sir William Lucas,0,0
PrideAndPrejudice_1170,Anaphoric,Lady Catherine De Bourgh,Lady Catherine De Bourgh,Mr. Bennet,0,0
PrideAndPrejudice_1171,Anaphoric,Lady Catherine De Bourgh,Lady Catherine De Bourgh,Mr. Bennet,0,0
PrideAndPrejudice_1172,Anaphoric,Lady Catherine De Bourgh,Lady Catherine De Bourgh,Mr. Bennet,0,0
PrideAndPrejudice_1173,Implicit,Elizabeth,Elizabeth,Elizabeth,0,0
PrideAndPrejudice_1174,Implicit,Lady Catherine De Bourgh,Lady Catherine De Bourgh,Mr. Bennet,0,0
PrideAndPrejudice_1175,Implicit,Lady Catherine De Bourgh,Lady Catherine De Bourgh,Mr. Bennet,0,0
PrideAndPrejudice_1176,Implicit,Lady Catherine De Bourgh,Lady Catherine De Bourgh,Mr. Bennet,0,0
PrideAndPrejudice_1177,Implicit,Lady Catherine De Bourgh,Lady Catherine De Bourgh,Mr. Bennet,0,0
PrideAndPrejudice_1178,Implicit,Lady Catherine De Bourgh,Lady Catherine De Bourgh,Mr. Bennet,0,0
PrideAndPrejudice_1179,Implicit,Elizabeth,Elizabeth,Elizabeth,0,0
PrideAndPrejudice_118,Implicit,Elizabeth,Elizabeth,Sir William Lucas,0,0
PrideAndPrejudice_1180,Implicit,Lady Catherine De Bourgh,Lady Catherine De Bourgh,Mr. Bennet,0,0
PrideAndPrejudice_1181,Implicit,Lady Catherine De Bourgh,Lady Catherine De Bourgh,Mr. Bennet,0,0
PrideAndPrejudice_1182,Explicit,Elizabeth,Elizabeth,Elizabeth,0,0
PrideAndPrejudice_1183,Implicit,Lady Catherine De Bourgh,Lady Catherine De Bourgh,Mr. Bennet,0,0
PrideAndPrejudice_1184,Anaphoric,Elizabeth,Elizabeth,Elizabeth,0,0
PrideAndPrejudice_1185,Explicit,Mr. Bennet,Mr. Bennet,Mr. Darcy,0,0
PrideAndPrejudice_1186,Implicit,Elizabeth,Elizabeth,Elizabeth,0,0
PrideAndPrejudice_1187,Anaphoric,Mr. Bennet,Mr. Bennet,Mr. Darcy,0,0
PrideAndPrejudice_1188,Anaphoric,Mr. Bennet,Mr. Bennet,Mr. Darcy,0,0
PrideAndPrejudice_1189,Anaphoric,Mr. Bennet,Mr. Bennet,Mr. Darcy,0,0
PrideAndPrejudice_119,Anaphoric,Elizabeth,Charlotte Lucas,Sir William Lucas,0,0
PrideAndPrejudice_1190,Anaphoric,Mr. Bennet,Mr. Bennet,Elizabeth,0,0
PrideAndPrejudice_1191,Implicit,Mr. Bennet,Mr. Bennet,Mr. Darcy,0,0
PrideAndPrejudice_1192,Explicit,Elizabeth,Elizabeth,Elizabeth,0,0
PrideAndPrejudice_1193,Implicit,Mr. Bennet,Mr. Bennet,Mr. Darcy,0,0
PrideAndPrejudice_1194,Implicit,Mr. Bennet,Mr. Bennet,Mr. Darcy,0,0
PrideAndPrejudice_1195,Implicit,Mr. Bennet,Mr. Bennet,Elizabeth,0,0
PrideAndPrejudice_1196,Implicit,Mr. Bennet,Mr. Bennet,Mr. Darcy,0,0
PrideAndPrejudice_1197,Implicit,Mr. Bennet,Mr. Bennet,Elizabeth,0,0
PrideAndPrejudice_1198,Anaphoric,Mr. Bennet,Mr. Bennet,Mr. Darcy,0,0
PrideAndPrejudice_1199,Implicit,Elizabeth,Elizabeth,Elizabeth,0,0
PrideAndPrejudice_12,Implicit,Mrs. Bennet,Mrs. Bennet,Mrs. Bennet,0,0
PrideAndPrejudice_120,Anaphoric,Elizabeth,Elizabeth,Elizabeth,0,0
PrideAndPrejudice_1200,Explicit,Mr. Darcy,Mr. Darcy,Mr. Darcy,0,0
PrideAndPrejudice_1201,Implicit,Elizabeth,Elizabeth,Elizabeth,0,0
PrideAndPrejudice_1202,Implicit,Mr. Darcy,Mr. Darcy,Mr. Darcy,0,0
PrideAndPrejudice_1203,Implicit,Elizabeth,Elizabeth,Elizabeth,0,0
PrideAndPrejudice_1204,Implicit,Mr. Darcy,Mr. Darcy,Mr. Darcy,0,0
PrideAndPrejudice_1205,Implicit,Elizabeth,Elizabeth,Elizabeth,0,0
PrideAndPrejudice_1206,Implicit,Mr. Darcy,Mr. Darcy,Mr. Darcy,0,0
PrideAndPrejudice_1207,Implicit,Elizabeth,Elizabeth,Elizabeth,0,0
PrideAndPrejudice_1208,Implicit,Mr. Darcy,Mr. Darcy,Mr. Darcy,0,0
PrideAndPrejudice_1209,Implicit,Elizabeth,Elizabeth,Elizabeth,0,0
PrideAndPrejudice_121,Implicit,Charlotte Lucas,Charlotte Lucas,Sir William Lucas,0,0
PrideAndPrejudice_1210,Explicit,Mr. Darcy,Mr. Darcy,Mr. Darcy,0,0
PrideAndPrejudice_1211,Explicit,Elizabeth,Elizabeth,Elizabeth,0,0
PrideAndPrejudice_1212,Implicit,Mr. Darcy,Mr. Darcy,Mr. Darcy,0,0
PrideAndPrejudice_1213,Implicit,Elizabeth,Elizabeth,Elizabeth,0,0
PrideAndPrejudice_1214,Anaphoric,Mr. Darcy,Mr. Darcy,Mr. Darcy,0,0
PrideAndPrejudice_1215,Anaphoric,Elizabeth,Elizabeth,Elizabeth,0,0
PrideAndPrejudice_1216,Implicit,Mr. Darcy,Mr. Darcy,Mr. Darcy,0,0
PrideAndPrejudice_1217,Implicit,Elizabeth,Elizabeth,Elizabeth,0,0
PrideAndPrejudice_1218,Implicit,Mr. Darcy,Mr. Darcy,Mr. Darcy,0,0
PrideAndPrejudice_1219,Explicit,Elizabeth,Elizabeth,Jane,0,0
PrideAndPrejudice_122,Explicit,Elizabeth,Elizabeth,Elizabeth,0,0
PrideAndPrejudice_1220,Implicit,Jane,Jane,Jane,0,0
PrideAndPrejudice_1221,Implicit,Elizabeth,Elizabeth,Elizabeth,0,0
PrideAndPrejudice_1222,Implicit,Jane,Jane,Jane,0,0
PrideAndPrejudice_1223,Implicit,Elizabeth,Elizabeth,Elizabeth,0,0
PrideAndPrejudice_1224,Explicit,Jane,Jane,Jane,0,0
PrideAndPrejudice_1225,Implicit,Elizabeth,Elizabeth,Elizabeth,0,0
PrideAndPrejudice_1226,Implicit,Jane,Jane,Jane,0,0
PrideAndPrejudice_1227,Implicit,Elizabeth,Elizabeth,Elizabeth,0,0
PrideAndPrejudice_1228,Implicit,Jane,Jane,Jane,0,0
PrideAndPrejudice_1229,Implicit,Elizabeth,Elizabeth,Elizabeth,0,0
PrideAndPrejudice_123,Implicit,Elizabeth,Elizabeth,Sir William Lucas,0,0
PrideAndPrejudice_1230,Implicit,Jane,Jane,Jane,0,0
PrideAndPrejudice_1231,Implicit,Elizabeth,Elizabeth,Elizabeth,0,0
PrideAndPrejudice_1232,Anaphoric,Jane,Jane,Jane,0,0
PrideAndPrejudice_1233,Explicit,Mr. Darcy,Mr. Darcy,Mrs. Bennet,0,0
PrideAndPrejudice_1234,Anaphoric,Jane,Jane,Mr. Bingley,0,0
PrideAndPrejudice_1235,Explicit,Mr. Darcy,Mr. Darcy,Mrs. Bennet,0,0
PrideAndPrejudice_1236,Explicit,Jane,Jane,Mr. Bingley,0,0
PrideAndPrejudice_1237,Explicit,Mrs. Bennet,Mrs. Bennet,Mrs. Bennet,0,0
PrideAndPrejudice_1238,Anaphoric,Mrs. Bennet,Mrs. Bennet,Mr. Darcy,0,0
PrideAndPrejudice_1239,Anaphoric,Mrs. Bennet,Mrs. Bennet,Mr. Bennet,0,0
PrideAndPrejudice_124,Explicit,Elizabeth,Elizabeth,Miss Bingley,0,0
PrideAndPrejudice_1240,Implicit,Mrs. Bennet,Mrs. Bennet,Mr. Bennet,0,0
PrideAndPrejudice_1241,Explicit,Elizabeth,Elizabeth,Elizabeth,0,0
PrideAndPrejudice_1242,Implicit,Mrs. Bennet,Mrs. Bennet,Mr. Bennet,0,0
PrideAndPrejudice_1243,Anaphoric,Elizabeth,Elizabeth,Elizabeth,0,0
PrideAndPrejudice_1244,Anaphoric,Mrs. Bennet,Mrs. Bennet,Mr. Bennet,0,0
PrideAndPrejudice_1245,Anaphoric,Mrs. Bennet,Mrs. Bennet,Mr. Bennet,0,0
PrideAndPrejudice_1246,Implicit,Mrs. Bennet,Mrs. Bennet,Mr. Bennet,0,0
PrideAndPrejudice_1247,Anaphoric,Mrs. Bennet,Mrs. Bennet,Mr. Bennet,0,0
PrideAndPrejudice_1248,Implicit,Mrs. Bennet,Mrs. Bennet,Mrs. Bennet,0,0
PrideAndPrejudice_1249,Anaphoric,Mrs. Bennet,Mrs. Bennet,Mrs. Bennet,0,0
PrideAndPrejudice_125,Implicit,Elizabeth,Elizabeth,Mr. Darcy,0,0
PrideAndPrejudice_1250,Anaphoric,Mrs. Bennet,Mrs. Bennet,Mr. Bennet,0,0
PrideAndPrejudice_1251,Anaphoric,Mrs. Bennet,Mrs. Bennet,Elizabeth,0,0
PrideAndPrejudice_1252,Implicit,Mrs. Bennet,Mrs. Bennet,Mr. Darcy,0,0
PrideAndPrejudice_1253,Implicit,Mrs. Bennet,Mrs. Bennet,Elizabeth,0,0
PrideAndPrejudice_1254,Implicit,Mrs. Bennet,Mrs. Bennet,Mr. Darcy,0,0
PrideAndPrejudice_1255,Implicit,Mrs. Bennet,Mrs. Bennet,Elizabeth,0,0
PrideAndPrejudice_1256,Implicit,Mrs. Bennet,Mrs. Bennet,Mr. Darcy,0,0
PrideAndPrejudice_1257,Implicit,Mrs. Bennet,Mrs. Bennet,Elizabeth,0,0
PrideAndPrejudice_1258,Implicit,Mrs. Bennet,Mrs. Bennet,Mr. Darcy,0,0
PrideAndPrejudice_1259,Implicit,Elizabeth,Elizabeth,Elizabeth,0,0
PrideAndPrejudice_126,Implicit,Elizabeth,Elizabeth,Miss Bingley,0,0
PrideAndPrejudice_1260,Implicit,Mrs. Bennet,Mrs. Bennet,Mr. Darcy,0,0
PrideAndPrejudice_1261,Implicit,Elizabeth,Elizabeth,Elizabeth,0,0
PrideAndPrejudice_1262,Implicit,Mrs. Bennet,Mrs. Bennet,Mr. Darcy,0,0
PrideAndPrejudice_1263,Implicit,Elizabeth,Elizabeth,Elizabeth,0,0
PrideAndPrejudice_1264,Implicit,Mrs. Bennet,Mrs. Bennet,Mr. Darcy,0,0
PrideAndPrejudice_1265,Implicit,Elizabeth,Elizabeth,Elizabeth,0,0
PrideAndPrejudice_1266,Implicit,Mr. Darcy,Mr. Darcy,Mr. Darcy,0,0
PrideAndPrejudice_1267,Implicit,Elizabeth,Elizabeth,Elizabeth,0,0
PrideAndPrejudice_1268,Implicit,Mr. Darcy,Mr. Darcy,Mr. Darcy,0,0
PrideAndPrejudice_1269,Implicit,Elizabeth,Elizabeth,Elizabeth,0,0
PrideAndPrejudice_127,Implicit,Elizabeth,Elizabeth,Mr. Darcy,0,0
PrideAndPrejudice_128,Explicit,Mr. Darcy,Mr. Darcy,Mr. Darcy,0,0
PrideAndPrejudice_129,Explicit,Miss Bingley,Miss Bingley,Miss Bingley,0,0
PrideAndPrejudice_13,Implicit,Mr. Bennet,Mr. Bennet,Mr. Bennet,0,0
PrideAndPrejudice_130,Implicit,Mr. Darcy,Mr. Darcy,Mr. Darcy,0,0
PrideAndPrejudice_131,Implicit,Miss Bingley,Miss Bingley,Miss Bingley,0,0
PrideAndPrejudice_132,Explicit,Mr. Darcy,Mr. Darcy,Mr. Bennet,0,0
PrideAndPrejudice_133,Explicit,Mr. Darcy,Mr. Darcy,Mrs. Bennet,0,0
PrideAndPrejudice_134,Implicit,Mr. Darcy,Mr. Darcy,Mr. Bennet,0,0
PrideAndPrejudice_135,Implicit,Mr. Darcy,Mr. Darcy,Mrs. Bennet,0,0
PrideAndPrejudice_136,Implicit,Mr. Darcy,Mr. Darcy,Mr. Bennet,0,0
PrideAndPrejudice_137,Implicit,Mr. Darcy,Mr. Darcy,Mrs. Bennet,0,0
PrideAndPrejudice_138,Explicit,Mr. Darcy,Mr. Darcy,Lydia,0,0
PrideAndPrejudice_139,Anaphoric,Mr. Darcy,Mr. Darcy,Mrs. Bennet,0,0
PrideAndPrejudice_14,Implicit,Mrs. Bennet,Mrs. Bennet,Mrs. Bennet,0,0
PrideAndPrejudice_140,Explicit,Miss Bingley,Miss Bingley,Jane,0,0
PrideAndPrejudice_141,Explicit,Lydia,Lydia,Lydia,0,0
PrideAndPrejudice_142,Explicit,Miss Bingley,Miss Bingley,Mrs. Bennet,0,0
PrideAndPrejudice_143,Explicit,Jane,Jane,Jane,0,0
PrideAndPrejudice_144,Implicit,Miss Bingley,Miss Bingley,Mrs. Bennet,0,0
PrideAndPrejudice_145,Explicit,Jane,Jane,Elizabeth,0,0
PrideAndPrejudice_146,Implicit,Miss Bingley,Miss Bingley,Mrs. Bennet,0,0
PrideAndPrejudice_147,Implicit,Jane,Jane,Jane,0,0
PrideAndPrejudice_148,Implicit,Mrs. Bennet,Mrs. Bennet,Mrs. Bennet,0,0
PrideAndPrejudice_149,Implicit,Jane,Jane,Mr. Bennet,0,0
PrideAndPrejudice_15,Implicit,Mr. Bennet,Mr. Bennet,Mr. Bennet,0,0
PrideAndPrejudice_150,Explicit,Elizabeth,Elizabeth,Elizabeth,0,0
PrideAndPrejudice_151,Explicit,Jane,Jane,Mrs. Bennet,0,0
PrideAndPrejudice_152,Explicit,Jane,Jane,Mr. Bennet,0,0
PrideAndPrejudice_153,Implicit,Jane,Jane,Mrs. Bennet,0,0
PrideAndPrejudice_154,Anaphoric,Jane,Jane,Mrs. Bennet,0,0
PrideAndPrejudice_155,Implicit,Elizabeth,Elizabeth,Elizabeth,0,0
PrideAndPrejudice_156,Anaphoric,Jane,Jane,Mr. Bennet,0,0
PrideAndPrejudice_157,Implicit,Elizabeth,Elizabeth,Elizabeth,0,0
PrideAndPrejudice_158,Explicit,Jane,Jane,Mary,0,0
PrideAndPrejudice_159,Explicit,Jane,Jane,Lydia,0,0
PrideAndPrejudice_16,Implicit,Mrs. Bennet,Mrs. Bennet,Mrs. Bennet,0,0
PrideAndPrejudice_160,Explicit,Jane,Jane,Mrs. Hurst,0,0
PrideAndPrejudice_161,Implicit,Jane,Jane,Miss Bingley,0,0
PrideAndPrejudice_162,Implicit,Jane,Jane,Mrs. Hurst,0,0
PrideAndPrejudice_163,Explicit,Elizabeth,Elizabeth,Mr. Bingley,0,0
PrideAndPrejudice_164,Explicit,Miss Bingley,Miss Bingley,Miss Bingley,0,0
PrideAndPrejudice_165,Implicit,Elizabeth,Elizabeth,Mr. Darcy,0,0
PrideAndPrejudice_166,Implicit,Miss Bingley,Miss Bingley,Miss Bingley,0,0
PrideAndPrejudice_167,Explicit,Elizabeth,Elizabeth,Mr. Bingley,0,0
PrideAndPrejudice_168,Explicit,Miss Bingley,Miss Bingley,Miss Bingley,0,0
PrideAndPrejudice_169,Anaphoric,Elizabeth,Elizabeth,Mr. Darcy,0,0
